2006,1,1,0,1,0,5.3,2.5,20,32.8
2006,1,1,1,1,0,5.5,0,20,34.8
2006,1,3,2,1,0,5.4,0,22,32.8
2006,1,3,3,1,0,6,2.5,23,35.8
2006,1,3,4,1,0,7.1,3,25,32.4
2006,1,4,5,1,0,7.3,3.1,20,32.1
2006,1,4,6,1,0,7.4,3.3,23.4,32
2006,1,4,7,1,0,5.3,1,23.5,32
2006,1,5,8,1,0,5.1,0,26.7,36.8
2006,1,5,9,1,0,5.7,2.5,21.3,22.8
2006,1,6,10,1,0,5.8,2.8,23.9,12.8
2006,1,6,11,1,0,5.7,1.9,21.1,39.1
2006,1,6,12,1,0,5.3,2.5,20,32.8
2006,1,6,13,1,0,5.5,0,20,34.8
2006,1,6,14,1,0,5.4,0,22,32.8
2006,1,7,15,1,0,6,2.5,23,35.8
2006,1,7,16,1,0,7.1,3,25,32.4
2006,1,8,17,1,0,7.3,3.1,20,32.1
2006,1,8,18,1,0,7.4,3.3,23.4,32
2006,1,8,19,1,0,5.3,1,23.5,32
2006,1,9,20,1,0,5.1,0,26.7,36.8
2006,1,10,21,1,0,5.7,2.5,21.3,22.8
2006,1,11,22,1,0,5.8,2.8,23.9,12.8
